Deck Name,Total Price,Card Name,Card Quantity,Card Price
Azorius Spirits,974.21,Moorland Haunt,2,0.8
Azorius Spirits,974.21,Plains,1,0.0
Azorius Spirits,974.21,Seachrome Coast,4,50.96
Azorius Spirits,974.21,Waterlogged Grove,1,7.54
Azorius Spirits,974.21,Burrenton Forge-Tender,3,1.2
Azorius Spirits,974.21,Echoing Truth,2,0.84
Azorius Spirits,974.21,"Kataki, War's Wage",3,24.0
Azorius Spirits,974.21,"Lavinia, Azorius Renegade",2,1.92
Azorius Spirits,974.21,Rest in Peace,2,12.9
Azorius Spirits,974.21,Force of Negation,2,149.28
Azorius Spirits,974.21,"Kira, Great Glass-Spinner",1,11.66
Twiddle Storm,56.07,Vizier of Tumbling Sands,2,0.58
Twiddle Storm,56.07,Dream's Grip,4,2.32
Twiddle Storm,56.07,Reach Through Mists,4,1.0
Twiddle Storm,56.07,Serum Visions,4,4.0
Twiddle Storm,56.07,Sleight of Hand,4,4.28
Twiddle Storm,56.07,Twiddle,2,0.66
Twiddle Storm,56.07,Echoing Truth,2,0.84
Twiddle Storm,56.07,Grapeshot,2,0.62
Twiddle Storm,56.07,Ideas Unbound,4,5.16
Twiddle Storm,56.07,Peer Through Depths,4,1.16
Twiddle Storm,56.07,Psychic Puppetry,4,1.96
Twiddle Storm,56.07,Empty the Warrens,1,0.25
Twiddle Storm,56.07,Past in Flames,3,6.27
Twiddle Storm,56.07,Island,7,0.0
Twiddle Storm,56.07,Lonely Sandbar,4,1.0
Twiddle Storm,56.07,Lotus Field,4,19.24
Twiddle Storm,56.07,Shivan Reef,4,4.24
Twiddle Storm,56.07,Tolaria West,1,2.49
Eldrazi,1360.64,"Ragavan, Nimble Pilferer",4,345.28
Eldrazi,1360.64,Bonecrusher Giant,4,3.24
Eldrazi,1360.64,Eldrazi Obligator,4,2.0
Eldrazi,1360.64,Matter Reshaper,4,8.0
Eldrazi,1360.64,Seasoned Pyromancer,2,70.18
Eldrazi,1360.64,Thought-Knot Seer,4,18.96
Eldrazi,1360.64,Fury,4,88.0
Eldrazi,1360.64,Reality Smasher,4,11.6
Eldrazi,1360.64,Shatterskull Smashing,4,36.4
Eldrazi,1360.64,Dismember,2,5.62
Eldrazi,1360.64,Chalice of the Void,4,272.0
Eldrazi,1360.64,Blast Zone,1,3.27
Eldrazi,1360.64,Cavern of Souls,2,170.48
Eldrazi,1360.64,Eldrazi Temple,4,30.04
Eldrazi,1360.64,Gemstone Caverns,1,27.88
Eldrazi,1360.64,Mountain,3,0.0
Eldrazi,1360.64,Prismatic Vista,4,112.0
Eldrazi,1360.64,Ramunap Ruins,4,2.0
Eldrazi,1360.64,Wastes,1,0.8
Eldrazi,1360.64,Engineered Explosives,3,56.97
Eldrazi,1360.64,Relic of Progenitus,4,23.48
Eldrazi,1360.64,Abrade,3,0.75
Eldrazi,1360.64,Blood Moon,3,55.17
Eldrazi,1360.64,"Karn, Scion of Urza",2,16.52
Four-color Aggro,774.69,Birds of Paradise,3,35.49
Four-color Aggro,774.69,Noble Hierarch,4,63.96
Four-color Aggro,774.69,Scavenging Ooze,2,1.98
Four-color Aggro,774.69,Voice of Resurgence,3,9.36
Four-color Aggro,774.69,Courser of Kruphix,2,6.6
Four-color Aggro,774.69,Deputy of Detention,1,0.99
Four-color Aggro,774.69,Knight of Autumn,1,0.73
Four-color Aggro,774.69,Knight of the Reliquary,4,8.36
Four-color Aggro,774.69,Skyclave Apparition,3,18.48
Four-color Aggro,774.69,Spell Queller,3,12.0
Four-color Aggro,774.69,Tireless Tracker,2,12.3
Four-color Aggro,774.69,Prismatic Ending,4,14.84
Four-color Aggro,774.69,Collected Company,4,71.92
Four-color Aggro,774.69,Retreat to Coralhelm,2,2.06
Four-color Aggro,774.69,Breeding Pool,1,21.93
Four-color Aggro,774.69,Flooded Strand,3,120.96
Four-color Aggro,774.69,Forest,2,0.0
Four-color Aggro,774.69,Gavony Township,1,4.28
Four-color Aggro,774.69,Ghost Quarter,1,1.4
Four-color Aggro,774.69,Hallowed Fountain,1,8.95
Four-color Aggro,774.69,Horizon Canopy,1,25.4
Four-color Aggro,774.69,Kessig Wolf Run,1,3.99
Four-color Aggro,774.69,Misty Rainforest,3,90.0
Four-color Aggro,774.69,Plains,1,0.0
Four-color Aggro,774.69,Stomping Ground,1,10.38
Four-color Aggro,774.69,Temple Garden,1,10.8
Four-color Aggro,774.69,Windswept Heath,4,118.92
Four-color Aggro,774.69,"Yavimaya, Cradle of Growth",1,11.99
Four-color Aggro,774.69,Path to Exile,3,13.41
Four-color Aggro,774.69,Collector Ouphe,1,6.04
Four-color Aggro,774.69,"Lavinia, Azorius Renegade",3,2.88
Four-color Aggro,774.69,Sanctifier en-Vec,2,3.16
Four-color Aggro,774.69,"Ashiok, Dream Render",2,3.7
Four-color Aggro,774.69,Knight of Autumn,1,0.73
Four-color Aggro,774.69,"Teferi, Time Raveler",3,56.7
Lantern,542.9,Ancient Stirrings,4,1.64
Lantern,542.9,Inquisition of Kozilek,4,12.4
Lantern,542.9,Prismatic Ending,4,14.84
Lantern,542.9,Thoughtseize,2,29.94
Lantern,542.9,Collective Brutality,1,4.35
Lantern,542.9,Mishra's Bauble,4,44.52
Lantern,542.9,Welding Jar,1,1.0
Lantern,542.9,Codex Shredder,4,1.0
Lantern,542.9,Elixir of Immortality,1,0.75
Lantern,542.9,Expedition Map,1,1.97
Lantern,542.9,Ghoulcaller's Bell,1,0.25
Lantern,542.9,Lantern of Insight,4,16.0
Lantern,542.9,Pithing Needle,1,1.0
Lantern,542.9,Pyxis of Pandemonium,2,0.92
Lantern,542.9,Soul-Guide Lantern,1,2.42
Lantern,542.9,Ensnaring Bridge,4,84.24
Lantern,542.9,Academy Ruins,1,9.52
Lantern,542.9,Blooming Marsh,3,21.24
Lantern,542.9,Concealed Courtyard,2,5.14
Lantern,542.9,Forest,1,0.0
Lantern,542.9,Glimmervoid,4,33.92
Lantern,542.9,Inventors' Fair,1,7.01
Lantern,542.9,Spire of Industry,4,11.88
Lantern,542.9,Swamp,1,0.0
Lantern,542.9,Urza's Saga,4,177.56
Lantern,542.9,Welding Jar,1,1.0
Lantern,542.9,Fatal Push,1,2.45
Lantern,542.9,Grafdigger's Cage,1,2.09
Lantern,542.9,Nature's Claim,2,2.38
Lantern,542.9,Pithing Needle,1,1.0
Lantern,542.9,Damping Sphere,1,1.77
Lantern,542.9,Spellskite,1,4.53
Lantern,542.9,Torpor Orb,1,19.85
Lantern,542.9,"Kaya, Orzhov Usurper",2,8.36
Lantern,542.9,Leyline of Sanctity,4,15.96
Glimpse Combo,1138.97,Risen Reef,4,7.92
Glimpse Combo,1138.97,Seasoned Pyromancer,4,140.36
Glimpse Combo,1138.97,Shardless Agent,4,2.92
Glimpse Combo,1138.97,"Omnath, Locus of Creation",4,45.72
Glimpse Combo,1138.97,Fury,3,66.0
Glimpse Combo,1138.97,Wavesifter,4,0.76
Glimpse Combo,1138.97,"Emrakul, the Aeons Torn",3,140.7
Glimpse Combo,1138.97,Glimpse of Tomorrow,3,1.41
Glimpse Combo,1138.97,Violent Outburst,4,22.8
Glimpse Combo,1138.97,Omniscience,3,44.97
Glimpse Combo,1138.97,Breeding Pool,1,21.93
Glimpse Combo,1138.97,Forest,1,0.0
Glimpse Combo,1138.97,Island,1,0.0
Glimpse Combo,1138.97,Ketria Triome,1,11.99
Glimpse Combo,1138.97,Khalni Garden,4,1.16
Glimpse Combo,1138.97,Misty Rainforest,4,120.0
Glimpse Combo,1138.97,Mountain,1,0.0
Glimpse Combo,1138.97,Raugrin Triome,1,12.58
Glimpse Combo,1138.97,Sacred Foundry,1,19.94
Glimpse Combo,1138.97,Scalding Tarn,2,66.22
Glimpse Combo,1138.97,Steam Vents,1,15.27
Glimpse Combo,1138.97,Stomping Ground,1,10.38
Glimpse Combo,1138.97,Temple Garden,1,10.8
Glimpse Combo,1138.97,Wooded Foothills,4,156.2
Glimpse Combo,1138.97,Endurance,2,72.94
Glimpse Combo,1138.97,Mystical Dispute,4,4.2
Glimpse Combo,1138.97,Force of Vigor,4,103.84
Glimpse Combo,1138.97,Leyline of Sanctity,4,15.96
Glimpse Combo,1138.97,Fury,1,22.0
Azorius Stoneblade,1728.65,"Ragavan, Nimble Pilferer",4,345.28
Azorius Stoneblade,1728.65,Snapcaster Mage,2,91.44
Azorius Stoneblade,1728.65,Stoneforge Mystic,4,186.4
Azorius Stoneblade,1728.65,Brazen Borrower,1,12.0
Azorius Stoneblade,1728.65,Spell Queller,3,12.0
Azorius Stoneblade,1728.65,Solitude,1,55.0
Azorius Stoneblade,1728.65,"Teferi, Time Raveler",3,56.7
Azorius Stoneblade,1728.65,"Jace, the Mind Sculptor",1,59.6
Azorius Stoneblade,1728.65,Lightning Bolt,4,8.04
Azorius Stoneblade,1728.65,Path to Exile,1,4.47
Azorius Stoneblade,1728.65,Prismatic Ending,3,11.13
Azorius Stoneblade,1728.65,Counterspell,3,4.53
Azorius Stoneblade,1728.65,Expressive Iteration,3,19.38
Azorius Stoneblade,1728.65,Force of Negation,1,74.64
Azorius Stoneblade,1728.65,Sword of Fire and Ice,1,55.69
Azorius Stoneblade,1728.65,Batterskull,1,9.88
Azorius Stoneblade,1728.65,Kaldra Compleat,1,6.08
Azorius Stoneblade,1728.65,Arid Mesa,1,19.99
Azorius Stoneblade,1728.65,Castle Ardenvale,1,2.5
Azorius Stoneblade,1728.65,Celestial Colonnade,2,8.8
Azorius Stoneblade,1728.65,Flooded Strand,4,161.28
Azorius Stoneblade,1728.65,Hallowed Fountain,2,17.9
Azorius Stoneblade,1728.65,Raugrin Triome,1,12.58
Azorius Stoneblade,1728.65,Sacred Foundry,1,19.94
Azorius Stoneblade,1728.65,Scalding Tarn,3,99.33
Azorius Stoneblade,1728.65,Snow-Covered Island,1,1.25
Azorius Stoneblade,1728.65,Snow-Covered Mountain,1,0.75
Azorius Stoneblade,1728.65,Snow-Covered Plains,1,0.38
Azorius Stoneblade,1728.65,Spirebluff Canal,3,46.32
Azorius Stoneblade,1728.65,Steam Vents,2,30.54
Azorius Stoneblade,1728.65,Engineered Explosives,1,18.99
Azorius Stoneblade,1728.65,Alpine Moon,2,16.0
Azorius Stoneblade,1728.65,Aether Gust,1,0.5
Azorius Stoneblade,1728.65,Cleansing Wildfire,1,0.35
Azorius Stoneblade,1728.65,Lightning Helix,1,1.06
Azorius Stoneblade,1728.65,Rest in Peace,2,12.9
Azorius Stoneblade,1728.65,Sanctifier en-Vec,1,1.58
Azorius Stoneblade,1728.65,Force of Negation,2,149.28
Azorius Stoneblade,1728.65,Sword of Feast and Famine,1,65.06
Azorius Stoneblade,1728.65,"Teferi, Time Raveler",1,18.9
Azorius Stoneblade,1728.65,Supreme Verdict,1,7.81
Azorius Stoneblade,1728.65,Wear // Tear,1,2.4
Smallpox,750.18,Timeless Dragon,3,1.2
Smallpox,750.18,"Grist, the Hunger Tide",1,6.23
Smallpox,750.18,"Kaya, Orzhov Usurper",1,4.18
Smallpox,750.18,Liliana of the Veil,4,275.0
Smallpox,750.18,Bloodchief's Thirst,1,0.5
Smallpox,750.18,Cling to Dust,1,0.35
Smallpox,750.18,Fatal Push,4,9.8
Smallpox,750.18,Inquisition of Kozilek,3,9.3
Smallpox,750.18,Prismatic Ending,4,14.84
Smallpox,750.18,Thoughtseize,2,29.94
Smallpox,750.18,Damn,1,3.92
Smallpox,750.18,Smallpox,4,1.6
Smallpox,750.18,Kaya's Guile,2,8.0
Smallpox,750.18,Lingering Souls,4,1.8
Smallpox,750.18,Vindicate,2,2.54
Smallpox,750.18,Flagstones of Trokair,4,16.72
Smallpox,750.18,Godless Shrine,4,53.48
Smallpox,750.18,Indatha Triome,1,8.74
Smallpox,750.18,Marsh Flats,4,76.04
Smallpox,750.18,Plains,2,0.0
Smallpox,750.18,Silent Clearing,2,26.32
Smallpox,750.18,Swamp,2,0.0
Smallpox,750.18,Temple Garden,1,10.8
Smallpox,750.18,"Urborg, Tomb of Yawgmoth",3,92.7
Smallpox,750.18,Surgical Extraction,3,63.09
Smallpox,750.18,Vanishing Verse,3,6.6
Smallpox,750.18,Fulminator Mage,4,7.4
Smallpox,750.18,Gideon of the Trials,2,7.98
Smallpox,750.18,Kaya's Guile,2,8.0
Smallpox,750.18,"Thrun, the Last Troll",1,3.11
Prison Tron,923.89,Walking Ballista,1,16.58
Prison Tron,923.89,Spellskite,4,18.12
Prison Tron,923.89,"Karn, the Great Creator",4,44.0
Prison Tron,923.89,Chalice of the Void,4,272.0
Prison Tron,923.89,Welding Jar,1,1.0
Prison Tron,923.89,Elixir of Immortality,1,0.75
Prison Tron,923.89,Expedition Map,4,7.88
Prison Tron,923.89,Pithing Needle,1,1.0
Prison Tron,923.89,Relic of Progenitus,2,11.74
Prison Tron,923.89,Ratchet Bomb,2,1.98
Prison Tron,923.89,Sorcerous Spyglass,2,0.96
Prison Tron,923.89,Torpor Orb,1,19.85
Prison Tron,923.89,Ensnaring Bridge,3,63.18
Prison Tron,923.89,Serum Powder,4,4.0
Prison Tron,923.89,Mystic Forge,4,25.08
Prison Tron,923.89,Blast Zone,1,3.27
Prison Tron,923.89,Gemstone Caverns,1,27.88
Prison Tron,923.89,Inventors' Fair,3,21.03
Prison Tron,923.89,Island,1,0.0
